Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	108.0	111.0	0	15000	Pale-billed Flowerpecker	pabflo1	0.1398	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	108.0
2	Spectrogram 1	1	129.0	132.0	0	15000	Indian White-eye	indwhe1	0.1096	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	129.0
3	Spectrogram 1	1	150.0	153.0	0	15000	Greenish Warbler	grewar3	0.1021	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	150.0
4	Spectrogram 1	1	150.0	153.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1004	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	150.0
5	Spectrogram 1	1	159.0	162.0	0	15000	Greenish Warbler	grewar3	0.2469	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	159.0
6	Spectrogram 1	1	162.0	165.0	0	15000	Greenish Warbler	grewar3	0.3146	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	162.0
7	Spectrogram 1	1	162.0	165.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1352	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	162.0
8	Spectrogram 1	1	162.0	165.0	0	15000	Green Warbler	grnwar1	0.1227	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	162.0
9	Spectrogram 1	1	165.0	168.0	0	15000	Greenish Warbler	grewar3	0.3207	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	165.0
10	Spectrogram 1	1	168.0	171.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1455	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	168.0
11	Spectrogram 1	1	168.0	171.0	0	15000	Greenish Warbler	grewar3	0.1158	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	168.0
12	Spectrogram 1	1	171.0	174.0	0	15000	Greenish Warbler	grewar3	0.1539	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	171.0
13	Spectrogram 1	1	171.0	174.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1402	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	171.0
14	Spectrogram 1	1	174.0	177.0	0	15000	Greenish Warbler	grewar3	0.2175	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260208_180002.wav	174.0
