Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	69.0	72.0	0	15000	Gray Junglefowl	grejun2	0.4640	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	69.0
2	Spectrogram 1	1	87.0	90.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1956	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	87.0
3	Spectrogram 1	1	120.0	123.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1647	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	120.0
4	Spectrogram 1	1	168.0	171.0	0	15000	Indian Scimitar-Babbler	insbab1	0.4409	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	168.0
5	Spectrogram 1	1	192.0	195.0	0	15000	Indian Scimitar-Babbler	insbab1	0.2831	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	192.0
6	Spectrogram 1	1	195.0	198.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1831	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	195.0
7	Spectrogram 1	1	195.0	198.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1110	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	195.0
8	Spectrogram 1	1	198.0	201.0	0	15000	Indian Scimitar-Babbler	insbab1	0.4136	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	198.0
9	Spectrogram 1	1	204.0	207.0	0	15000	Indian Scimitar-Babbler	insbab1	0.6044	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	204.0
10	Spectrogram 1	1	207.0	210.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1656	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	207.0
11	Spectrogram 1	1	207.0	210.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1099	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	207.0
12	Spectrogram 1	1	210.0	213.0	0	15000	Indian Scimitar-Babbler	insbab1	0.2148	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	210.0
13	Spectrogram 1	1	213.0	216.0	0	15000	Indian Scimitar-Babbler	insbab1	0.2617	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	213.0
14	Spectrogram 1	1	216.0	219.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1218	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	216.0
15	Spectrogram 1	1	222.0	225.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1253	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	222.0
16	Spectrogram 1	1	225.0	228.0	0	15000	Indian Scimitar-Babbler	insbab1	0.3076	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	225.0
17	Spectrogram 1	1	234.0	237.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1040	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	234.0
18	Spectrogram 1	1	237.0	240.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1446	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	237.0
19	Spectrogram 1	1	240.0	243.0	0	15000	Greenish Warbler	grewar3	0.1270	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	240.0
20	Spectrogram 1	1	243.0	246.0	0	15000	Indian Scimitar-Babbler	insbab1	0.5726	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	243.0
21	Spectrogram 1	1	246.0	249.0	0	15000	Indian Scimitar-Babbler	insbab1	0.2398	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	246.0
22	Spectrogram 1	1	249.0	252.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2134	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	249.0
23	Spectrogram 1	1	252.0	255.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2976	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	252.0
24	Spectrogram 1	1	255.0	258.0	0	15000	Greenish Warbler	grewar3	0.2474	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	255.0
25	Spectrogram 1	1	255.0	258.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1027	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	255.0
26	Spectrogram 1	1	258.0	261.0	0	15000	Indian Scimitar-Babbler	insbab1	0.2498	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	258.0
27	Spectrogram 1	1	261.0	264.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1175	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	261.0
28	Spectrogram 1	1	267.0	270.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2071	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_070002.wav	267.0
