Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	1833.0	1836.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1044	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1833.0
2	Spectrogram 1	1	1893.0	1896.0	0	15000	Orange-headed Thrush	orhthr1	0.1143	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1893.0
3	Spectrogram 1	1	1908.0	1911.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1262	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1908.0
4	Spectrogram 1	1	1908.0	1911.0	0	15000	Orange-headed Thrush	orhthr1	0.1162	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1908.0
5	Spectrogram 1	1	1908.0	1911.0	0	15000	White-cheeked Barbet	whcbar1	0.1014	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1908.0
6	Spectrogram 1	1	1917.0	1920.0	0	15000	Yellow-browed Bulbul	yebbul3	0.1973	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1917.0
7	Spectrogram 1	1	1917.0	1920.0	0	15000	White-cheeked Barbet	whcbar1	0.1733	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1917.0
8	Spectrogram 1	1	1917.0	1920.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1467	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1917.0
9	Spectrogram 1	1	1920.0	1923.0	0	15000	White-cheeked Barbet	whcbar1	0.5264	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1920.0
10	Spectrogram 1	1	1920.0	1923.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2184	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1920.0
11	Spectrogram 1	1	1923.0	1926.0	0	15000	Yellow-browed Bulbul	yebbul3	0.2046	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1923.0
12	Spectrogram 1	1	1923.0	1926.0	0	15000	White-cheeked Barbet	whcbar1	0.1064	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1923.0
13	Spectrogram 1	1	1941.0	1944.0	0	15000	White-cheeked Barbet	whcbar1	0.7656	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1941.0
14	Spectrogram 1	1	1944.0	1947.0	0	15000	White-cheeked Barbet	whcbar1	0.8302	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1944.0
15	Spectrogram 1	1	1947.0	1950.0	0	15000	White-cheeked Barbet	whcbar1	0.5988	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1947.0
16	Spectrogram 1	1	1950.0	1953.0	0	15000	White-cheeked Barbet	whcbar1	0.9752	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1950.0
17	Spectrogram 1	1	1953.0	1956.0	0	15000	White-cheeked Barbet	whcbar1	0.8344	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1953.0
18	Spectrogram 1	1	1956.0	1959.0	0	15000	White-cheeked Barbet	whcbar1	0.6187	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	1956.0
19	Spectrogram 1	1	2001.0	2004.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1787	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	2001.0
20	Spectrogram 1	1	2082.0	2085.0	0	15000	Yellow-browed Bulbul	yebbul3	0.3944	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	2082.0
21	Spectrogram 1	1	2085.0	2088.0	0	15000	Yellow-browed Bulbul	yebbul3	0.6296	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260128_060000.wav	2085.0
